"year","year_crop","product","subcommod","variety","items","province_code","area","attribute","values","unit","data_date"
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เพาะปลูก,523.0,กก./ไร่,2024-05-30
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,526.0,กก./ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,เนื้อที่เพาะปลูก,19738.0,ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,เนื้อที่เก็บเกี่ยว,19548.0,ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิต,9577.0,ตัน,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เพาะปลูก,485.0,กก./ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,490.0,กก./ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,เนื้อที่เพาะปลูก,12730.0,ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,เนื้อที่เก็บเกี่ยว,12247.0,ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิต,5741.0,ตัน,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เพาะปลูก,451.0,กก./ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,469.0,กก./ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,เนื้อที่เพาะปลูก,33721.0,ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,เนื้อที่เก็บเกี่ยว,33590.0,ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิต,17414.0,ตัน,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เพาะปลูก,516.0,กก./ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,518.0,กก./ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,เนื้อที่เพาะปลูก,43669.0,ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,เนื้อที่เก็บเกี่ยว,43423.0,ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิต,22614.0,ตัน,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เพาะปลูก,518.0,กก./ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,521.0,กก./ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,เนื้อที่เพาะปลูก,46676.0,ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,เนื้อที่เก็บเกี่ยว,46611.0,ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิต,24214.0,ตัน,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เพาะปลูก,519.0,กก./ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH31,บุรีรัมย์,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,519.0,กก./ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เพาะปลูก,190322.0,ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เก็บเกี่ยว,189391.0,ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิต,117774.0,ตัน,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เพาะปลูก,619.0,กก./ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,622.0,กก./ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เพาะปลูก,12495.0,ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เก็บเกี่ยว,12320.0,ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิต,7362.0,ตัน,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เพาะปลูก,589.0,กก./ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,598.0,กก./ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เพาะปลูก,8205.0,ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เก็บเกี่ยว,8073.0,ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิต,4686.0,ตัน,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เพาะปลูก,571.0,กก./ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,580.0,กก./ไร่,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เพาะปลูก,150085.0,ไร่,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เก็บเกี่ยว,149393.0,ไร่,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิต,89871.0,ตัน,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เพาะปลูก,599.0,กก./ไร่,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,602.0,กก./ไร่,2024-05-30
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เพาะปลูก,171407.0,ไร่,2024-05-30
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เก็บเกี่ยว,170692.0,ไร่,2024-05-30
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิต,104914.0,ตัน,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH30,นครราชสีมา,ผลผลิต,170502.0,ตัน,2024-05-30
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เพาะปลูก,612.0,กก./ไร่,2024-05-30
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,615.0,กก./ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เพาะปลูก,24319.0,ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เก็บเกี่ยว,23959.0,ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิต,13928.0,ตัน,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เพาะปลูก,573.0,กก./ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,581.0,กก./ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เพาะปลูก,36442.0,ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เก็บเกี่ยว,36176.0,ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิต,21027.0,ตัน,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เพาะปลูก,577.0,กก./ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,581.0,กก./ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เพาะปลูก,172721.0,ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เก็บเกี่ยว,172409.0,ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิต,103008.0,ตัน,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เพาะปลูก,596.0,กก./ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,597.0,กก./ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เพาะปลูก,178601.0,ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เก็บเกี่ยว,178204.0,ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิต,107293.0,ตัน,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เพาะปลูก,601.0,กก./ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,602.0,กก./ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เพาะปลูก,191184.0,ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,เนื้อที่เก็บเกี่ยว,190823.0,ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิต,113291.0,ตัน,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เพาะปลูก,593.0,กก./ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH44,มหาสารคาม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,594.0,กก./ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เพาะปลูก,247369.0,ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เก็บเกี่ยว,246433.0,ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิต,132957.0,ตัน,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เพาะปลูก,537.0,กก./ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,540.0,กก./ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เพาะปลูก,128025.0,ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เก็บเกี่ยว,126902.0,ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิต,68554.0,ตัน,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เพาะปลูก,535.0,กก./ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,540.0,กก./ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เพาะปลูก,60955.0,ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เก็บเกี่ยว,60718.0,ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิต,32487.0,ตัน,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เพาะปลูก,533.0,กก./ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,535.0,กก./ไร่,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เพาะปลูก,201836.0,ไร่,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เก็บเกี่ยว,201180.0,ไร่,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิต,115149.0,ตัน,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เพาะปลูก,571.0,กก./ไร่,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,572.0,กก./ไร่,2024-05-30
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เพาะปลูก,235794.0,ไร่,2024-05-30
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เก็บเกี่ยว,232478.0,ไร่,2024-05-30
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิต,142449.0,ตัน,2024-05-30
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เพาะปลูก,604.0,กก./ไร่,2024-05-30
"2561","2560/61",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,613.0,กก./ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เพาะปลูก,173766.0,ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เก็บเกี่ยว,172936.0,ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิต,101636.0,ตัน,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เพาะปลูก,585.0,กก./ไร่,2024-05-30
"2562","2561/62",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,588.0,กก./ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เพาะปลูก,221787.0,ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เก็บเกี่ยว,220663.0,ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิต,128555.0,ตัน,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เพาะปลูก,580.0,กก./ไร่,2024-05-30
"2563","2562/63",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,583.0,กก./ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เพาะปลูก,238729.0,ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เก็บเกี่ยว,234351.0,ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิต,135780.0,ตัน,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เพาะปลูก,569.0,กก./ไร่,2024-05-30
"2564","2563/64",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,579.0,กก./ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เพาะปลูก,242034.0,ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เก็บเกี่ยว,239893.0,ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิต,136586.0,ตัน,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เพาะปลูก,564.0,กก./ไร่,2024-05-30
"2565","2564/65",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,569.0,กก./ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เพาะปลูก,250156.0,ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,เนื้อที่เก็บเกี่ยว,248810.0,ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิต,144395.0,ตัน,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เพาะปลูก,577.0,กก./ไร่,2024-05-30
"2566","2565/66",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH45,ร้อยเอ็ด,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,580.0,กก./ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,เนื้อที่เพาะปลูก,278880.0,ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,เนื้อที่เก็บเกี่ยว,278229.0,ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,ผลผลิต,168941.0,ตัน,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,ผลผลิตต่อเนื้อที่เพาะปลูก,606.0,กก./ไร่,2024-05-30
"2557","2556/57",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,607.0,กก./ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,เนื้อที่เพาะปลูก,236511.0,ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,เนื้อที่เก็บเกี่ยว,235579.0,ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,ผลผลิต,142626.0,ตัน,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,ผลผลิตต่อเนื้อที่เพาะปลูก,603.0,กก./ไร่,2024-05-30
"2558","2557/58",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,605.0,กก./ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,เนื้อที่เพาะปลูก,238576.0,ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,เนื้อที่เก็บเกี่ยว,236955.0,ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,ผลผลิต,139319.0,ตัน,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,ผลผลิตต่อเนื้อที่เพาะปลูก,584.0,กก./ไร่,2024-05-30
"2559","2558/59",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,588.0,กก./ไร่,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,เนื้อที่เพาะปลูก,268983.0,ไร่,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,เนื้อที่เก็บเกี่ยว,268433.0,ไร่,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,ผลผลิต,165107.0,ตัน,2024-05-30
"2560","2559/60",ข้าว,ข้าวนาปรัง,ข้าวรวม,จังหวัด,TH46,กาฬสินธุ์,ผลผลิตต่อเนื้อที่เพาะปลูก,614.0,กก./ไร่,2024-05-30
